都道府県番号,都道府県枝番,予選地区名,年度,校数,優勝校,優勝校公立・実業・私立区別,準優勝校,準優勝校公立・実業・私立区別,準優勝校2,準優勝校2公立・実業・私立区別,準優勝校3,準優勝校3公立・実業・私立区別,備考,選手権出場校,注
5,0,山形,1973年,48,日大山形,私,鶴商学園（→鶴岡東）,私,,,,,なし,日大山形,
5,0,山形,1974年,51,山形南,公,山形東,公,,,,,△東北２,山形南,
5,0,山形,1975年,52,酒田東,公,日大山形,私,,,,,△東北２,☓,
5,0,山形,1976年,51,日大山形,私,山形電波工（→創学館）,私,,,,,以降１県１代表制,,
5,0,山形,1977年,52,酒田工（→酒田光陵）,公・実,山形南,公,,,,,,,
5,0,山形,1978年,52,鶴商学園,私,米沢商,公・実,,,,,,,
5,0,山形,1979年,52,日大山形,私,米沢工,公・実,,,,,,,
5,0,山形,1980年,52,山形南,公,寒河江,公,,,,,,,
5,0,山形,1981年,52,鶴商学園,私,酒田東,公,,,,,,,
5,0,山形,1982年,52,東海大山形,私,日大山形,私,,,,,,,
5,0,山形,1983年,52,日大山形,私,東海大山形,私,,,,,,,
5,0,山形,1984年,55,日大山形,私,米沢中央,私,,,,,,,
5,0,山形,1985年,56,東海大山形,私,日大山形,私,,,,,,,
5,0,山形,1986年,57,東海大山形,私,日大山形,私,,,,,,,
5,0,山形,1987年,56,東海大山形,私,羽黒工（→羽黒）,私,,,,,,,
5,0,山形,1988年,55,日大山形,私,米沢中央,私,,,,,,,
5,0,山形,1989年,55,東海大山形,私,米沢中央,私,,,,,,,
5,0,山形,1990年,56,日大山形,私,東海大山形,私,,,,,,,
5,0,山形,1991年,56,米沢工,公・実,鶴商学園,私,,,,,,,
5,0,山形,1992年,56,日大山形,私,米沢中央,私,,,,,,,
5,0,山形,1993年,56,日大山形,私,山形中央,公,,,,,,,
5,0,山形,1994年,55,鶴岡工,公・実,山形市商,公・実,,,,,,,
5,0,山形,1995年,55,東海大山形,私,日大山形,私,,,,,,,
5,0,山形,1996年,55,日大山形,私,羽黒工,私,,,,,,,
5,0,山形,1997年,55,酒田南,私,東海大山形,私,,,,,,,
5,0,山形,1998年,54,日大山形,私,酒田南,私,,,,,,,
5,0,山形,1999年,54,酒田南,私,上山明新館,公,,,,,,,
5,0,山形,2000年,57,酒田南,私,東海大山形,私,,,,,,,
5,0,山形,2001年,56,酒田南,私,日大山形,私,,,,,,,
5,0,山形,2002年,56,酒田南,私,羽黒,私,,,,,,,
5,0,山形,2003年,55,羽黒,私,酒田南,私,,,,,,,
5,0,山形,2004年,55,酒田南,私,東海大山形,私,,,,,,,
5,0,山形,2005年,55,酒田南,私,羽黒,私,,,,,,,
5,0,山形,2006年,56,日大山形,私,東海大山形,私,,,,,,,
5,0,山形,2007年,55,日大山形,私,羽黒,私,,,,,,,
5,0,山形,2008年,56,酒田南,私,羽黒,私,,,,,,,
5,0,山形,2009年,56,酒田南,私,新庄東,私,,,,,,,
5,0,山形,2010年,55,山形中央,公,鶴岡東,私,,,,,,,
5,0,山形,2011年,54,鶴岡東,私,山形中央,公,,,,,,,
5,0,山形,2012年,54,酒田南,私,日大山形,私,,,,,,,
5,0,山形,2013年,52,日大山形,私,米沢中央,私,,,,,,,
5,0,山形,2014年,49,山形中央,公,酒田南,私,,,,,,,
5,0,山形,2015年,49,鶴岡東,私,羽黒,私,,,,,,,
5,0,山形,2016年,49,鶴岡東,私,山形中央,公,,,,,,,
5,0,山形,2017年,49,日大山形,私,山形中央,公,,,,,,,
5,0,山形,2018年,48,羽黒,私,鶴岡東,私,,,,,,,
5,0,山形,2019年,48,鶴岡東,私,山形中央,公,,,,,,,
5,0,山形,2020年,45,鶴岡東,私,東海大山形,私,,,,,独自大会,,
5,0,山形,2021年,44,日大山形,私,東海大山形,私,,,,,,,
6,0,宮城,1948年,25,石巻,公,仙台一,公,,,,,東北２,石巻,
6,0,宮城,1949年,30,東北,私,塩釜,公,,,,,△東北２,東北,
6,0,宮城,1950年,32,仙台一,公,宮城県工,公・実,,,,,東北４,仙台一,
6,0,宮城,1951年,34,古川,公,宮城県工,公・実,,,,,東北２,☓,
6,0,宮城,1952年,35,仙台二,公,気仙沼,公,,,,,東北２,☓,
6,0,宮城,1953年,34,白石,公,仙台工,公・実,仙台二,公,古川,公,△東北４,白石,
6,0,宮城,1954年,38,仙台商,公・実,気仙沼,公,,,,,東北２,☓,
6,0,宮城,1955年,37,仙台商,公・実,仙台一,公,,,,,東北２,☓,
6,0,宮城,1956年,38,仙台二,公,白石,公,,,,,東北４,仙台二,
6,0,宮城,1957年,38,仙台二,公,東北,私,,,,,△東北２,☓,
6,0,宮城,1958年,38,東北,私,仙台商,公・実,,,,,なし,東北,
6,0,宮城,1959年,38,東北,私,仙台,公,,,,,東北,東北,
6,0,宮城,1960年,38,東北,私,佐沼,公,,,,,△東北２,東北,
6,0,宮城,1961年,38,東北,私,仙台育英,私,,,,,△東北２,東北,
6,0,宮城,1962年,39,気仙沼,公,東北,私,,,,,△東北２,気仙沼,
6,0,宮城,1963年,42,仙台育英,私,東北,私,,,,,なし,仙台育英,
6,0,宮城,1964年,43,仙台育英,私,仙台一,公,,,,,△東北２,仙台育英,
6,0,宮城,1965年,45,仙台育英,私,古川工,公・実,,,,,△東北２,☓,
6,0,宮城,1966年,46,佐沼,公,仙台商,公・実,,,,,△東北２,☓,
6,0,宮城,1967年,46,仙台商,公・実,仙台育英,私,,,,,△東北２,仙台商,
6,0,宮城,1968年,46,東北,私,築館,公,,,,,なし,東北,
6,0,宮城,1969年,46,仙台商,公・実,仙台工,公・実,,,,,△東北２,仙台商,
6,0,宮城,1970年,46,仙台育英,私,東北,私,,,,,△東北２,☓,
6,0,宮城,1971年,46,東北,私,古川,公,,,,,△東北２,☓,
6,0,宮城,1972年,51,東北,私,仙台商,公・実,,,,,△東北２,東北,
6,0,宮城,1973年,53,仙台育英,私,東北,私,,,,,なし,仙台育英,
6,0,宮城,1974年,54,仙台育英,私,東北,私,,,,,△東北２,☓,
6,0,宮城,1975年,55,仙台育英,私,志津川,公,,,,,△東北２,仙台育英,
6,0,宮城,1976年,57,東北,私,仙台商,公・実,,,,,以降１県１代表制,,
6,0,宮城,1977年,59,仙台育英,私,東北,私,,,,,,,
6,0,宮城,1978年,60,仙台育英,私,東北,私,,,,,,,
6,0,宮城,1979年,60,東北,私,仙台育英,私,,,,,,,
6,0,宮城,1980年,62,東北,私,仙台商,公・実,,,,,,,
6,0,宮城,1981年,64,仙台育英,私,東北,私,,,,,,,
6,0,宮城,1982年,65,東北,私,仙台育英,私,,,,,,,
6,0,宮城,1983年,70,仙台商,公・実,仙台三,公,,,,,,,
6,0,宮城,1984年,71,東北,私,仙台育英,私,,,,,,,
6,0,宮城,1985年,73,東北,私,仙台西,公,,,,,,,
6,0,宮城,1986年,75,仙台育英,私,仙台工,公・実,,,,,,,
6,0,宮城,1987年,76,東北,私,仙台育英,私,,,,,,,
6,0,宮城,1988年,76,東陵,私,東北,私,,,,,,,
6,0,宮城,1989年,76,仙台育英,私,仙台三,公,,,,,,,
6,0,宮城,1990年,76,仙台育英,私,東陵,私,,,,,,,
6,0,宮城,1991年,76,東北,私,利府,公,,,,,,,
6,0,宮城,1992年,76,仙台育英,私,東北学院榴ヶ岡,私,,,,,,,
6,0,宮城,1993年,76,東北,私,仙台工,公・実,,,,,,,
6,0,宮城,1994年,76,仙台育英,私,仙台工,公・実,,,,,,,
6,0,宮城,1995年,77,仙台育英,私,仙台商,公・実,,,,,,,
6,0,宮城,1996年,75,仙台育英,私,仙台商,公・実,,,,,,,
6,0,宮城,1997年,76,仙台育英,私,東北,私,,,,,,,
6,0,宮城,1998年,77,仙台,公,東北,私,,,,,,,
6,0,宮城,1999年,76,仙台育英,私,利府,公,,,,,,,
6,0,宮城,2000年,76,仙台育英,私,東北,私,,,,,,,
6,0,宮城,2001年,76,仙台育英,私,東北,私,,,,,,,
6,0,宮城,2002年,75,仙台西,公,柴田,公,,,,,,,
6,0,宮城,2003年,78,東北,私,仙台育英,私,,,,,,,
6,0,宮城,2004年,77,東北,私,利府,公,,,,,,,
6,0,宮城,2005年,78,東北,私,石巻工,公・実,,,,,,,
6,0,宮城,2006年,79,仙台育英,私,東北,私,,,,,,,
6,0,宮城,2007年,80,仙台育英,私,仙台商,公・実,,,,,,,
6,0,宮城,2008年,81,仙台育英,私,東北,私,,,,,,,
6,0,宮城,2009年,80,東北,私,仙台育英,私,,,,,,,
6,0,宮城,2010年,78,仙台育英,私,気仙沼向洋,公・実,,,,,,,
6,0,宮城,2011年,77,古川工,公・実,利府,公,,,,,,,
6,0,宮城,2012年,76,仙台育英,私,東北,私,,,,,,,
6,0,宮城,2013年,73,仙台育英,私,柴田,公,,,,,,,
6,0,宮城,2014年,74,利府,公,佐沼,公,,,,,,,
6,0,宮城,2015年,73,仙台育英,私,古川工,公・実,,,,,,,
6,0,宮城,2016年,72,東北,私,利府,公,,,,,,,
6,0,宮城,2017年,69,仙台育英,私,東北,私,,,,,,,
6,0,宮城,2018年,67,仙台育英,私,古川工,公・実,,,,,,,
6,0,宮城,2019年,67,仙台育英,私,東北,私,,,,,,,
6,0,宮城,2020年,67,仙台育英,私,仙台,公,,,,,独自大会,,
6,0,宮城,2021年,66,東北学院,私,仙台三,公,,,,,,,
7,0,福島,1948年,28,磐城,公,福島商,公・実,,,,,東北４,☓,
7,0,福島,1949年,36,福島商,公・実,双葉（→休校）,公,,,,,東北２,☓,
7,0,福島,1950年,22,郡山工（→郡山北工）,公・実,磐城,公,,,,,東北２,☓,
7,0,福島,1951年,28,安積,公,会津,公,,,,,東北４,福島商　*1,＊1 県大会は準決勝で敗退
7,0,福島,1952年,39,安積,公,双葉,公,,,,,東北２,☓,
7,0,福島,1953年,29,福島商,公・実,若松商,公・実,,,,,東北２,☓,
7,0,福島,1954年,40,福島商,公・実,郡山商,公・実,,,,,東北４,福島商,
7,0,福島,1955年,40,福島商,公・実,双葉,公,,,,,東北２,☓,
7,0,福島,1956年,39,福島,公,磐城,公,,,,,東北２,☓,
7,0,福島,1957年,38,内郷（→いわき総合）,公,相馬,公,,,,,東北４,☓,
7,0,福島,1958年,41,福島商,公・実,川俣,公,,,,,なし,福島商,
7,0,福島,1959年,42,喜多方,公,保原,公,,,,,東北,☓,
7,0,福島,1960年,45,磐城,公,双葉,公,,,,,△東北２,☓,
7,0,福島,1961年,49,磐城,公,学法福島工(→学法福島）,私,,,,,△東北２,☓,
7,0,福島,1962年,51,双葉,公,保原,公,,,,,△東北２,☓,
7,0,福島,1963年,54,磐城,公,福島商,公・実,,,,,なし,磐城,
7,0,福島,1964年,55,平工,公・実,田村,公,,,,,△東北２,☓,
7,0,福島,1965年,59,保原,公,磐城,公,,,,,△東北２,保原,
7,0,福島,1966年,60,福島商,公・実,磐城,公,,,,,△東北２,福島商,
7,0,福島,1967年,60,福島商,公・実,保原,公,,,,,△東北２,☓,
7,0,福島,1968年,60,磐城,公,福島商,公・実,,,,,なし,磐城,
7,0,福島,1969年,59,磐城,公,田村,公,,,,,△東北２,☓,
7,0,福島,1970年,59,磐城,公,須賀川（→須賀川創英館）,公,,,,,△東北２,磐城,
7,0,福島,1971年,58,磐城,公,勿来工,公・実,,,,,△東北２,磐城,
7,0,福島,1972年,60,学法石川,私,保原,公,,,,,△東北２,☓,
7,0,福島,1973年,60,双葉,公,学法石川,私,,,,,なし,双葉,
7,0,福島,1974年,61,福島商,公,学法石川,私,,,,,以降１県１代表制,,
7,0,福島,1975年,61,磐城,公,白河農工（→白河実）,公・実,,,,,,,
7,0,福島,1976年,61,学法石川,私,郡山西工（→郡山北工）,公・実,,,,,,,
7,0,福島,1977年,63,福島商,公・実,小野,公,,,,,,,
7,0,福島,1978年,66,郡山北工,公・実,安積商（→帝京安積）,私,,,,,,,
7,0,福島,1979年,68,安積商,私,福島商,公・実,,,,,,,
7,0,福島,1980年,69,双葉,公,学法石川,私,,,,,,,
7,0,福島,1981年,70,福島商,公・実,安積,公,,,,,,,
7,0,福島,1982年,70,安積商,私,学法石川,私,,,,,,,
7,0,福島,1983年,72,学法石川,私,棚倉（→修明）,公,,,,,,,
7,0,福島,1984年,72,学法石川,私,磐城,公,,,,,,,
7,0,福島,1985年,73,磐城,公,若松商,公・実,,,,,,,
7,0,福島,1986年,74,学法石川,私,日大東北,私,,,,,,,
7,0,福島,1987年,76,日大東北,私,郡山,公,,,,,,,
7,0,福島,1988年,78,学法石川,私,白河実,公・実,,,,,,,
7,0,福島,1989年,78,学法石川,私,磐城,公,,,,,,,
7,0,福島,1990年,78,日大東北,私,磐城,公,,,,,,,
7,0,福島,1991年,78,学法石川,私,双葉,公,,,,,,,
7,0,福島,1992年,78,郡山,公,湯本,公,,,,,,,
7,0,福島,1993年,78,学法石川,私,東白川農商（→修明）,公・実,,,,,,,
7,0,福島,1994年,78,双葉,公,福島商,公・実,,,,,,,
7,0,福島,1995年,79,磐城,公,郡山,公,,,,,,,
7,0,福島,1996年,80,日大東北,私,勿来工,公・実,,,,,,,
7,0,福島,1997年,81,日大東北,私,学法石川,私,,,,,,,
7,0,福島,1998年,83,日大東北,私,学法石川,私,,,,,,,
7,0,福島,1999年,82,学法石川,私,日大東北,私,,,,,,,
7,0,福島,2000年,83,福島商,公・実,光南,公,,,,,,,
7,0,福島,2001年,88,聖光学院,私,日大東北,私,,,,,,,
7,0,福島,2002年,91,日大東北,私,学法石川,私,,,,,,,
7,0,福島,2003年,93,日大東北,私,聖光学院,私,,,,,,,
7,0,福島,2004年,93,聖光学院,私,清陵情報,公・実,,,,,,,
7,0,福島,2005年,93,聖光学院,私,学法石川,私,,,,,,,
7,0,福島,2006年,93,光南,公,日大東北,私,,,,,,,
7,0,福島,2007年,94,聖光学院,私,日大東北,私,,,,,,,
7,0,福島,2008年,91,聖光学院,私,郡山商,公・実,,,,,,,
7,0,福島,2009年,89,聖光学院,私,東日大昌平,私,,,,,,,
7,0,福島,2010年,88,聖光学院,私,光南,公,,,,,,,
7,0,福島,2011年,87,聖光学院,私,須賀川,公,,,,,,,
7,0,福島,2012年,85,聖光学院,私,学法石川,私,,,,,,,
7,0,福島,2013年,83,聖光学院,私,日大東北,私,,,,,,,
7,0,福島,2014年,81,聖光学院,私,日大東北,私,,,,,,,
7,0,福島,2015年,78,聖光学院,私,日大東北,私,,,,,,,
7,0,福島,2016年,78,聖光学院,私,光南,公,,,,,,,
7,0,福島,2017年,78,聖光学院,私,いわき光洋,公,,,,,,,
7,0,福島,2018年,78,聖光学院,私,福島商,公・実,,,,,,,
7,0,福島,2019年,75,聖光学院,私,日大東北,私,,,,,,,
7,0,福島,2020年,71,聖光学院,私,光南,公,,,,,独自大会,,
7,0,福島,2021年,68,日大東北,私,光南,公,,,,,,,
8,0,茨城,1948年,27,水戸商,公・実,水戸工,公・実,,,,,北関東４,×,
8,0,茨城,1949年,31,水戸商,公・実,下妻一,公,,,,,北関東２,水戸商,
8,0,茨城,1950年,33,水戸一,公,茨城,私,,,,,北関東２,×,
8,0,茨城,1951年,31,水戸商,公・実,水戸一,公,,,,,北関東４,×,
8,0,茨城,1952年,35,水戸商,公・実,水戸工,公・実,,,,,北関東２,水戸商,
8,0,茨城,1953年,35,水戸一,公,水戸商,公・実,,,,,北関東２,×,
8,0,茨城,1954年,34,水戸一,公,土浦一,公,,,,,北関東４,水戸一,
8,0,茨城,1955年,35,水戸一,公,水海道一,公,,,,,北関東２,×,
8,0,茨城,1956年,33,水戸一,公,土浦三,公,,,,,北関東２,×,
8,0,茨城,1957年,35,水戸商,公・実,土浦一,公,,,,,北関東４,土浦一,
8,0,茨城,1958年,34,水戸商,公・実,日立一,公,,,,,なし,水戸商,
8,0,茨城,1959年,36,下館一（→下館一・下館工）,公,茨城,私,,,,,東関東,下館一,
8,0,茨城,1960年,36,水戸商,公・実,日立一,公,,,,,東関東,水戸商,
8,0,茨城,1961年,36,水戸商,公・実,竜ヶ崎一,公,,,,,△東関東２,×,
8,0,茨城,1962年,37,取手二,公,水戸農,公・実,,,,,△東関東２,×,
8,0,茨城,1963年,42,水戸工,公・実,水戸商,公・実,,,,,なし,水戸工,
8,0,茨城,1964年,49,取手一,公,水戸商,公・実,,,,,△東関東２,×,
8,0,茨城,1965年,53,土浦三,公,日立一,公,,,,,△東関東２,×,
8,0,茨城,1966年,55,竜ヶ崎一,公,取手一,公,,,,,△東関東２,竜ヶ崎一,
8,0,茨城,1967年,56,取手二,公,竜ヶ崎一,公,,,,,△東関東２,×,
8,0,茨城,1968年,58,取手一,公,日立工,公・実,,,,,なし,取手一,
8,0,茨城,1969年,60,取手一,公,土浦日大,私,,,,,△東関東２,取手一,
8,0,茨城,1970年,60,鉾田一,公,竜ヶ崎一,公,,,,,△東関東２,×,
8,0,茨城,1971年,62,取手一,公,竜ヶ崎一,公,,,,,△東関東２,×,
8,0,茨城,1972年,68,東洋大牛久,私,竜ヶ崎一,公,,,,,△東関東２,×,
8,0,茨城,1973年,70,取手一,公,大宮（→常陸大宮）,公,,,,,なし,取手一,
8,0,茨城,1974年,73,土浦日大,私,取手二,公,,,,,以降1県1代表制,,
8,0,茨城,1975年,75,竜ヶ崎一,公,水戸一,公,,,,,,,
8,0,茨城,1976年,75,鉾田一,公,土浦日大,私,,,,,,,
8,0,茨城,1977年,78,取手二,公,土浦日大,私,,,,,,,
8,0,茨城,1978年,82,取手二,公,鉾田一,公,,,,,,,
8,0,茨城,1979年,83,明野,公,竜ヶ崎一,公,,,,,,,
8,0,茨城,1980年,82,江戸川学園取手,私,下妻一,公,,,,,,,
8,0,茨城,1981年,89,取手二,公,日立工,公・実,,,,,,,
8,0,茨城,1982年,90,鉾田一,公,土浦日大,私,,,,,,,
